committee_id,committee_name,candidate_id,candidate_name,candidate_office,candidate_district,candidate_state,beginning_image_number,calculated_candidate_share,communication_date,public_distribution_date,disbursement_date,disbursement_amount,purpose_description,report_year,file_number,amendment_indicator,receipt_date,payee_name,payee_state,sb_image_num,sub_id,link_id,sb_link_id,number_of_candidates,pdf_url
C30001655,CROSSROADS GRASSROOTS POLICY STRATEGIES,P80003338,"OBAMA, BARACK",P,00,US,12970790487,9829.88,2012-03-21 00:00:00,2012-03-21 00:00:00,2012-03-16 00:00:00,9829.88,TV/MEDIA PLACEMENT (DEFLECT),2012,772169,N,2012-03-22 00:00:00,CROSSROADS MEDIA,VA,12970790497,4032820121154083330,4032220121153517104,4032820121154082741,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970790497
C30001655,CROSSROADS GRASSROOTS POLICY STRATEGIES,P80003338,"OBAMA, BARACK",P,00,US,12970790487,9829.88,2012-03-21 00:00:00,2012-03-21 00:00:00,2012-03-16 00:00:00,9829.88,TV/MEDIA PLACEMENT (DEFLECT),2012,772169,N,2012-03-22 00:00:00,CROSSROADS MEDIA LLC,VA,12970790496,4032820121154083328,4032220121153517104,4032820121154082739,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970790496
C30001655,CROSSROADS GRASSROOTS POLICY STRATEGIES,P80003338,"OBAMA, BARACK",P,00,US,12970790487,446.04,2012-03-21 00:00:00,2012-03-21 00:00:00,2012-03-21 00:00:00,446.04,TV/MEDIA PRODUCTION (DEFLECT),2012,772169,N,2012-03-22 00:00:00,UPGRADE FILMS,DC,12970790496,4032820121154083327,4032220121153517104,4032820121154082738,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970790496
C30001655,CROSSROADS GRASSROOTS POLICY STRATEGIES,P80003338,"OBAMA, BARACK",P,00,US,12970790487,9829.88,2012-03-21 00:00:00,2012-03-21 00:00:00,2012-03-16 00:00:00,9829.88,TV/MEDIA PLACEMENT (DEFLECT),2012,772169,N,2012-03-22 00:00:00,CROSSROADS MEDIA LLC,VA,12970790494,4032820121154083324,4032220121153517104,4032820121154082735,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970790494
C30001655,CROSSROADS GRASSROOTS POLICY STRATEGIES,P80003338,"OBAMA, BARACK",P,00,US,12970790487,446.04,2012-03-21 00:00:00,2012-03-21 00:00:00,2012-03-21 00:00:00,446.04,TV/MEDIA PRODUCTION (DEFLECT),2012,772169,N,2012-03-22 00:00:00,UPGRADE FILMS,DC,12970790494,4032820121154083323,4032220121153517104,4032820121154082734,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970790494
C30001655,CROSSROADS GRASSROOTS POLICY STRATEGIES,P80003338,"OBAMA, BARACK",P,00,US,12970790487,446.04,2012-03-21 00:00:00,2012-03-21 00:00:00,2012-03-21 00:00:00,446.04,TV/MEDIA PRODUCTION (DEFLECT),2012,772169,N,2012-03-22 00:00:00,UPGRADE FILMS,DC,12970790493,4032820121154083321,4032220121153517104,4032820121154082732,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970790493
C30001655,CROSSROADS GRASSROOTS POLICY STRATEGIES,P80003338,"OBAMA, BARACK",P,00,US,12970790487,446.04,2012-03-21 00:00:00,2012-03-21 00:00:00,2012-03-21 00:00:00,446.04,TV/MEDIA PRODUCTION (DEFLECT),2012,772169,N,2012-03-22 00:00:00,UPGRADE FILMS,DC,12970790492,4032820121154083319,4032220121153517104,4032820121154082730,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970790492
C30001655,CROSSROADS GRASSROOTS POLICY STRATEGIES,P80003338,"OBAMA, BARACK",P,00,US,12970790487,9829.88,2012-03-21 00:00:00,2012-03-21 00:00:00,2012-03-16 00:00:00,9829.88,TV/MEDIA PLACEMENT (DEFLECT),2012,772169,N,2012-03-22 00:00:00,CROSSROADS MEDIA LLC,VA,12970790491,4032820121154083318,4032220121153517104,4032820121154082729,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970790491
C30001028,AMERICAN FUTURE FUND,P80003338,"OBAMA, BARACK",P,00,US,12970533491,29023.81,2012-03-07 00:00:00,2012-03-07 00:00:00,2012-02-24 00:00:00,29023.81,MEDIA PLACEMENT (WALL STREET),2012,769912,N,2012-03-12 00:00:00,MENTZER MEDIA,MD,12970533493,4031320121153101733,4031220121152846595,4031320121153101451,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970533493
C30002075,NEW AMERICAN ENERGY OPPORTUNITY FOUNDATION,P80003338,"OBAMA, BARACK",P,00,US,12961003976,77762.25,2012-10-24 00:00:00,2012-10-24 00:00:00,2012-10-22 00:00:00,77762.25,PRODUCTION AND PLACEMENT OF RADIO AD - ENERGY INDEPENDENCE ISSUE (OHIO),2012,825359,N,2012-10-24 00:00:00,MARKETEL MEDIA INC.,CA,12961003979,4110720121170225888,4102520121168399729,4110720121170221902,1,https://docquery.fec.gov/cgi-bin/fecimg/?12961003979
C30002026,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),P80003338,"OBAMA, BARACK",P,00,US,12972452112,27889.02,2012-10-02 00:00:00,2012-10-02 00:00:00,2012-10-02 00:00:00,27889.02,RADIO AD - TO INFLUENCE RESULTS OF NON-FEDERAL ELECTION FOR OHIO STATE SENATE,2012,812568,N,2012-10-02 00:00:00,MIDWEST COMMUNICATIONS & MEDIA,OH,12972452114,4100520121166913274,4100220121165201440,4100520121166907279,1,https://docquery.fec.gov/cgi-bin/fecimg/?12972452114
C30002067,REPUBLICAN STATE LEADERSHIP COMMITTEE,P80003338,"OBAMA, BARACK",P,00,US,12960016114,150000.00,2012-10-17 00:00:00,2012-10-17 00:00:00,2012-10-16 00:00:00,150000.00,MEDIA PLACEMENT - ENOUGH,2012,820852,N,2012-10-18 00:00:00,TEN CAPITOL INC.,VA,12960016116,4102420121168385817,4101920121167598927,4102420121168384310,1,https://docquery.fec.gov/cgi-bin/fecimg/?12960016116
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12972721585,300.00,2012-10-17 00:00:00,2012-10-17 00:00:00,2012-10-17 00:00:00,300.00,PLACEMENT OF RADIO AD (OBAMA FAILING AGENDA),2012,820030,N,2012-10-18 00:00:00,THE RENAISSANCE NETWORK,NC,12972721587,4102420121168385815,4101820121167497809,4102420121168383991,1,https://docquery.fec.gov/cgi-bin/fecimg/?12972721587
C30001176,AMERICAN ENERGY ALLIANCE,P80003338,"OBAMA, BARACK",P,00,US,12954459417,500700.00,2012-10-17 00:00:00,2012-10-17 00:00:00,2012-10-11 00:00:00,500700.00,RADIO AD BUY - STAND WITH COAL,2012,819771,N,2012-10-17 00:00:00,REVOLUTION MEDIA GROUP,VA,12954459419,4101820121167595362,4101720121167392275,4101820121167591232,1,https://docquery.fec.gov/cgi-bin/fecimg/?12954459419
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030890339,200963.00,2012-09-24 00:00:00,2012-09-24 00:00:00,2012-09-20 00:00:00,200963.00,PLACEMENT OF RADIO ADVERTISEMENT,2012,-2327823,N,2012-09-25 00:00:00,"TARGET ENTERPRISES, LLC",CA,12030890343,1092620120010583490,1092520120010580666,1092620120010583491,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030890343
C30001952,AMERICAN CONSERVATIVE UNION,P80003338,"OBAMA, BARACK",P,00,US,12952255850,946.00,2012-02-12 00:00:00,2012-03-07 00:00:00,2012-02-12 00:00:00,1892.00,RADIO AD - ACU THE BRAKES: PALAZZO,2012,793291,A,2012-07-05 00:00:00,AMERICAN MEDIA & ADVOCACY GROUP,VA,12952255852,4071320121159240250,4070520121158274430,4071320121159220900,2,https://docquery.fec.gov/cgi-bin/fecimg/?12952255852
C30001952,AMERICAN CONSERVATIVE UNION,P80003338,"OBAMA, BARACK",P,00,US,12952255850,750.00,2012-02-09 00:00:00,2012-03-07 00:00:00,2012-02-09 00:00:00,1500.00,RADIO AD: ACU THE BRAKES: ROBY,2012,793291,A,2012-07-05 00:00:00,AMERICAN MEDIA & ADVOCACY GROUP,VA,12952255852,4071320121159240248,4070520121158274430,4071320121159220899,2,https://docquery.fec.gov/cgi-bin/fecimg/?12952255852
C30001945,PLANNED PARENTHOOD ACTION FUND INC.,P80003338,"OBAMA, BARACK",P,00,US,12970912811,1684.00,2012-01-31 00:00:00,2012-01-31 00:00:00,2012-01-31 00:00:00,1684.00,AD CREATION AND SHIPPING FOR FLORIDA,2012,776628,A,2012-04-13 00:00:00,76 WORDS,DC,12970912814,4041820121154872613,4041320121154730762,4041820121154868786,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970912814
C30002166,AFRICAN AMERICAN VOTER REGISTRATION EDUCATION AND PARTICIPATION PROJECT,P80003338,"OBAMA, BARACK",P,00,US,12961236022,25000.00,2012-10-31 00:00:00,2012-10-31 00:00:00,2012-10-30 00:00:00,25000.00,YES ON PROP 30 (VER 1) YES ON PROP 30 (VER 2) NO ON PROP 32,2012,831848,N,2012-11-01 00:00:00,KJLH RADIO,CA,12961236034,4110720121170225934,4110220121169060552,4110720121170225742,1,https://docquery.fec.gov/cgi-bin/fecimg/?12961236034
C30002026,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),P80003338,"OBAMA, BARACK",P,00,US,12940749086,21142.00,2012-11-01 00:00:00,2012-11-01 00:00:00,2012-11-01 00:00:00,21142.00,COAL REV 2 TELEVISION AD - TO INFLUENCE RESULTS OF NON-FEDERAL ELECTION FOR OHIO STATE SENATE,2012,831845,N,2012-11-02 00:00:00,WTOV-TV,OH,12940749090,4110720121170225932,4110220121169060551,4110720121170225740,1,https://docquery.fec.gov/cgi-bin/fecimg/?12940749090
C30002026,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),P80003338,"OBAMA, BARACK",P,00,US,12940749086,2436.00,2012-11-01 00:00:00,2012-11-01 00:00:00,2012-11-01 00:00:00,2436.00,COAL REV 2 TELEVISION AD - TO INFLUENCE RESULTS OF NON-FEDERAL ELECTION FOR OHIO STATE SENATE,2012,831845,N,2012-11-02 00:00:00,COMCAST-ST.CLAIRSVILLE,WV,12940749089,4110720121170225930,4110220121169060551,4110720121170225738,1,https://docquery.fec.gov/cgi-bin/fecimg/?12940749089
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12940746859,166773.18,2012-10-29 00:00:00,2012-10-29 00:00:00,2012-09-20 00:00:00,166773.18,PLACEMENT OF RADIO AD (OWE IT),2012,830755,N,2012-10-30 00:00:00,TARGET ENTERPRISES LLC,CA,12940746861,4110720121170225907,4103120121168882112,4110720121170225681,1,https://docquery.fec.gov/cgi-bin/fecimg/?12940746861
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12940449145,36250.00,2012-10-24 00:00:00,2012-10-24 00:00:00,2012-10-25 00:00:00,36250.00,PRODUCTION AND PLACEMENT OF TV AD (WAYNE),2012,827303,N,2012-10-25 00:00:00,TARGET ENTERPRISES LLC,CA,12940449147,4110720121170225900,4102620121168575232,4110720121170222099,1,https://docquery.fec.gov/cgi-bin/fecimg/?12940449147
C30001176,AMERICAN ENERGY ALLIANCE,P80003338,"OBAMA, BARACK",P,00,US,12954459417,75000.00,2012-10-17 00:00:00,2012-10-17 00:00:00,2012-10-17 00:00:00,75000.00,ONLINE AD BUY - STAND WITH COAL,2012,819771,N,2012-10-17 00:00:00,ANGLER LLC,DC,12954459419,4101820121167595363,4101720121167392275,4101820121167591233,1,https://docquery.fec.gov/cgi-bin/fecimg/?12954459419
C30002026,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),P80003338,"OBAMA, BARACK",P,00,US,12030891306,2721.00,2012-09-26 00:00:00,2012-09-26 00:00:00,2012-09-26 00:00:00,5442.00,COAL REV TELEVISON AD-TO INFLUENCE RES,2012,-2360823,A,2012-09-28 00:00:00,WTOV-TV,OH,12030891312,1100120120010594111,1092820120010586490,1100120120010594085,2,https://docquery.fec.gov/cgi-bin/fecimg/?12030891312
C30002026,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),P80003338,"OBAMA, BARACK",P,00,US,12030891306,790.00,2012-09-26 00:00:00,2012-09-26 00:00:00,2012-09-26 00:00:00,790.00,COAL REV TELEVISON AD-TO INFLUENCE RES,2012,-2360823,A,2012-09-28 00:00:00,WTRF-TV,WV,12030891312,1100120120010594086,1092820120010586490,1100120120010594087,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030891312
C30002026,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),P80003338,"OBAMA, BARACK",P,00,US,12030891306,1376.00,2012-09-26 00:00:00,2012-09-26 00:00:00,2012-09-26 00:00:00,1376.00,COAL REV TELEVISON AD-TO INFLUENCE RES,2012,-2360823,A,2012-09-28 00:00:00,SUDDENLINK CABLE-MARIETTA,WV,12030891310,1100120120010594078,1092820120010586490,1100120120010594077,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030891310
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030890339,3550.00,2012-09-24 00:00:00,2012-09-24 00:00:00,2012-09-24 00:00:00,3550.00,PRODUCTION OF RADIO ADVERTISEMENT,2012,-2327823,N,2012-09-25 00:00:00,"TARGET ENTERPRISES, LLC",CA,12030890343,1092620120010583492,1092520120010580666,1092620120010583493,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030890343
C30001101,US CHAMBER OF COMMERCE,S0NH00219,"SHAHEEN, JEANNE",S,00,NH,28039873328,334000.00,2008-10-16 00:00:00,2008-10-16 00:00:00,2008-10-15 00:00:00,334000.00,,2008,,N,2008-10-17 00:00:00,JAMESTOWN ASSOCIATES,NJ,28039873331,1091020100004598627,1102020080000633821,1102220080000634676,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039873331
C30001952,AMERICAN CONSERVATIVE UNION,P80003338,"OBAMA, BARACK",P,00,US,12952255850,780.00,2012-12-19 00:00:00,2012-03-07 00:00:00,2012-02-19 00:00:00,1560.00,RADIO AD - ACU THE BRAKES: SCHILLING,2012,793291,A,2012-07-05 00:00:00,AMERICAN MEDIA & ADVOCACY GROUP,VA,12952255853,4071320121159240253,4070520121158274430,4071320121159220902,2,https://docquery.fec.gov/cgi-bin/fecimg/?12952255853
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,13031013317,27000.00,2012-10-12 00:00:00,2012-10-12 00:00:00,2012-10-12 00:00:00,27000.00,PRODUCTION AND PLACEMENT OF RADIO AD,2012,-3472825,A,2013-01-15 00:00:00,TARGET ENTERPRISES LLC,CA,13031013322,1012920130012142474,1012220130011639316,1012920130012142481,1,https://docquery.fec.gov/cgi-bin/fecimg/?13031013322
C30002042,SPECIAL OPERATIONS OPSEC EDUCATION FUND INC,P80003338,"OBAMA, BARACK",P,00,US,13961234320,110000.00,2012-10-24 00:00:00,2012-10-24 00:00:00,2012-10-23 00:00:00,110000.00,BUMP IN THE ROAD - OH MEDIA BUY,2012,863540,A,2013-03-29 00:00:00,GREENER AND HOOK,VA,13961234323,4040220131185983678,4032920131185866073,4040220131185979559,1,https://docquery.fec.gov/cgi-bin/fecimg/?13961234323
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,3921.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-03 00:00:00,3921.00,PLACEMENT OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,MENTZER MEDIA,MD,12030740525,1080320120010293962,1080220120010292917,1080320120010293963,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740525
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,58.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-06 00:00:00,58.00,PRODUCTION OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,RICHARD SALES MEDIA,AZ,12030740518,1080320120010293921,1080220120010292917,1080320120010293922,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740518
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,58.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-06 00:00:00,58.00,PRODUCTION OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,RICHARD SALES MEDIA,AZ,12030740526,1080320120010293970,1080220120010292917,1080320120010293971,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740526
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,3921.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-03 00:00:00,3921.00,PLACEMENT OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,MENTZER MEDIA,MD,12030740522,1080320120010293950,1080220120010292917,1080320120010293951,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740522
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,58.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-06 00:00:00,58.00,PRODUCTION OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,RICHARD SALES MEDIA,AZ,12030740517,1080320120010293905,1080220120010292917,1080320120010293906,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740517
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,3921.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-03 00:00:00,3921.00,PLACEMENT OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,MENTZER MEDIA,MD,12030740526,1080320120010293967,1080220120010292917,1080320120010293968,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740526
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,58.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-06 00:00:00,58.00,PRODUCTION OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,RICHARD SALES MEDIA,AZ,12030740525,1080320120010293964,1080220120010292917,1080320120010293965,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740525
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,3921.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-03 00:00:00,3921.00,PLACEMENT OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,MENTZER MEDIA,MD,12030740519,1080320120010293929,1080220120010292917,1080320120010293930,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740519
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,13031013317,160662.00,2012-10-12 00:00:00,2012-10-12 00:00:00,2012-10-12 00:00:00,160662.00,PRODUCTION AND PLACEMENT OF RADIO AD,2012,-3472825,A,2013-01-15 00:00:00,TARGET ENTERPRISES LLC,CA,13031013321,1012920130012142435,1012220130011639316,1012920130012142441,1,https://docquery.fec.gov/cgi-bin/fecimg/?13031013321
C30002042,SPECIAL OPERATIONS OPSEC EDUCATION FUND INC,P80003338,"OBAMA, BARACK",P,00,US,12940751575,8000.00,2012-11-04 00:00:00,2012-11-04 00:00:00,2012-10-15 00:00:00,8000.00,MEDIA BUY  - BUMP IN THE ROAD,2012,832554,N,2012-11-04 00:00:00,GREENER AND HOOK,VA,12940751577,4110720121170225943,4110420121169147767,4110720121170225750,1,https://docquery.fec.gov/cgi-bin/fecimg/?12940751577
C30002042,SPECIAL OPERATIONS OPSEC EDUCATION FUND INC,P80003338,"OBAMA, BARACK",P,00,US,12940751575,6000.00,2012-11-04 00:00:00,2012-11-04 00:00:00,2012-10-29 00:00:00,6000.00,MEDIA BUY - BUMP IN THE ROAD,2012,832554,N,2012-11-04 00:00:00,GREENER AND HOOK,VA,12940751576,4110720121170225942,4110420121169147767,4110720121170225749,1,https://docquery.fec.gov/cgi-bin/fecimg/?12940751576
C30001028,AMERICAN FUTURE FUND,P80003338,"OBAMA, BARACK",P,00,US,12972459143,400000.00,2012-10-03 00:00:00,2012-10-03 00:00:00,2012-09-27 00:00:00,400000.00,TV AD PRODUCTION & PLACEMENT: LITTLE,2012,813119,N,2012-10-04 00:00:00,MH MEDIA LLC,MD,12972459145,4101020121167131154,4100420121165984530,4101020121167127975,1,https://docquery.fec.gov/cgi-bin/fecimg/?12972459145
C30002067,REPUBLICAN STATE LEADERSHIP COMMITTEE,P80003338,"OBAMA, BARACK",P,00,US,12940406366,25000.00,2012-10-24 00:00:00,2012-10-24 00:00:00,2012-10-19 00:00:00,25000.00,RADIO PLACEMENT AND PRODUCTION - VOTER,2012,824868,N,2012-10-24 00:00:00,TEN CAPITOL INC.,VA,12940406368,4102520121168563576,4102520121168399723,4102520121168559088,1,https://docquery.fec.gov/cgi-bin/fecimg/?12940406368
C30002042,SPECIAL OPERATIONS OPSEC EDUCATION FUND INC,P80003338,"OBAMA, BARACK",P,00,US,13961234312,12000.00,2012-10-20 00:00:00,2012-10-20 00:00:00,2012-10-17 00:00:00,12000.00,MEDIA BUY - FL,2012,863538,A,2013-03-29 00:00:00,GREENER AND HOOK,VA,13961234315,4040220131185983675,4032920131185866071,4040220131185979555,1,https://docquery.fec.gov/cgi-bin/fecimg/?13961234315
C30002042,SPECIAL OPERATIONS OPSEC EDUCATION FUND INC,P80003338,"OBAMA, BARACK",P,00,US,13961234308,270000.00,2012-10-16 00:00:00,2012-10-16 00:00:00,2012-10-11 00:00:00,270000.00,BUMP IN THE ROAD IN OHIO MEDIA BUY,2012,863537,A,2013-03-29 00:00:00,GREENER AND HOOK,VA,13961234311,4040220131185983673,4032920131185866070,4040220131185979553,1,https://docquery.fec.gov/cgi-bin/fecimg/?13961234311
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,58.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-06 00:00:00,58.00,PRODUCTION OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,RICHARD SALES MEDIA,AZ,12030740519,1080320120010293933,1080220120010292917,1080320120010293934,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740519
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,3921.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-03 00:00:00,3921.00,PLACEMENT OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,MENTZER MEDIA,MD,12030740521,1080320120010293946,1080220120010292917,1080320120010293947,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740521
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,58.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-06 00:00:00,58.00,PRODUCTION OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,RICHARD SALES MEDIA,AZ,12030740532,1080320120010293996,1080220120010292917,1080320120010293997,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740532
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,3921.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-03 00:00:00,3921.00,PLACEMENT OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,MENTZER MEDIA,MD,12030740520,1080320120010293938,1080220120010292917,1080320120010293939,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740520
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12030740512,58.00,2012-02-06 00:00:00,2012-02-06 00:00:00,2012-02-06 00:00:00,58.00,PRODUCTION OF OBAMA V REAGAN-BIRTHDAY,2012,-1988841,N,2012-02-07 00:00:00,RICHARD SALES MEDIA,AZ,12030740523,1080320120010293956,1080220120010292917,1080320120010293957,1,https://docquery.fec.gov/cgi-bin/fecimg/?12030740523
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12960683753,1116.00,2012-10-19 00:00:00,2012-10-22 00:00:00,2012-10-15 00:00:00,1116.00,"RADIO AD PLACEMENT (FAILING AGENDA - KALISPELL, MT)",2012,823814,N,2012-10-23 00:00:00,TARGET ENTERPRISES LLC,CA,12960683756,4102520121168563571,4102420121168211062,4102520121168556604,1,https://docquery.fec.gov/cgi-bin/fecimg/?12960683756
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12960683753,1707.00,2012-10-19 00:00:00,2012-10-22 00:00:00,2012-10-15 00:00:00,1707.00,"RADIO AD PLACEMENT (FAILING AGENDA - MISSOULA, MT)",2012,823814,N,2012-10-23 00:00:00,TARGET ENTERPRISES LLC,CA,12960683756,4102520121168563570,4102420121168211062,4102520121168556603,1,https://docquery.fec.gov/cgi-bin/fecimg/?12960683756
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12960683753,608.00,2012-10-19 00:00:00,2012-10-22 00:00:00,2012-10-15 00:00:00,608.00,"RADIO AD PLACEMENT (FAILING AGENDA - HELENA, MT)",2012,823814,N,2012-10-23 00:00:00,TARGET ENTERPRISES LLC,CA,12960683755,4102520121168563569,4102420121168211062,4102520121168556602,1,https://docquery.fec.gov/cgi-bin/fecimg/?12960683755
C30001051,AMERICANS FOR PROSPERITY,P80003338,"OBAMA, BARACK",P,00,US,12960683753,924.00,2012-10-19 00:00:00,2012-10-22 00:00:00,2012-10-15 00:00:00,924.00,RADIO AD PLACEMENT (FAILING AGENDA - HAMILTON MT),2012,823814,N,2012-10-23 00:00:00,TARGET ENTERPRISES LLC,CA,12960683755,4102520121168563568,4102420121168211062,4102520121168556601,1,https://docquery.fec.gov/cgi-bin/fecimg/?12960683755
C30001028,AMERICAN FUTURE FUND,P80003338,"OBAMA, BARACK",P,00,US,12970127352,1764.71,2012-01-24 00:00:00,2012-01-24 00:00:00,2012-01-23 00:00:00,1764.71,MEDIA PLACEMENT (REAL STATE),2012,759598,N,2012-01-25 00:00:00,MENTZER MEDIA,MD,12970127354,4012720121150081554,4012520121149963697,4012720121150080972,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970127354
C30001028,AMERICAN FUTURE FUND,P80003338,"OBAMA, BARACK",P,00,US,12970127183,1764.71,2012-01-24 00:00:00,2012-01-24 00:00:00,2012-01-23 00:00:00,1764.71,MEDIA PLACEMENT (REAL STATE),2012,759586,N,2012-01-25 00:00:00,MENTZER MEDIA,MD,12970127185,4012720121150081552,4012520121149963696,4012720121150080970,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970127185
C30001028,AMERICAN FUTURE FUND,P80003338,"OBAMA, BARACK",P,00,US,12970126823,243.77,2012-01-24 00:00:00,2012-01-24 00:00:00,2012-01-17 00:00:00,243.77,MEDIA PRODUCTION (REAL STATE),2012,759555,N,2012-01-25 00:00:00,MCCARTHY HENNINGS MEDIA INC.,DC,12970126825,4012720121150081547,4012520121149963694,4012720121150080965,1,https://docquery.fec.gov/cgi-bin/fecimg/?12970126825
